Index,QS_rank,Previous Rank,Country/Territory,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,normalizedName,Type,State,Zip,isPublic,Institution_Control,Photo,USNews_US_Rank,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb,Region,USNews_global_rank,Global Score from US News,Image,Description,Country,Country Code,name,Total number of students,Number of international students,Total number of academic staff,Number of international staff,Number of undergraduate degrees awarded,Number of master's degrees awarded,Number of doctoral degrees awarded,Number of research only staff,Number of new undergraduate students,Number of new master's students,Number of new doctoral students,best global universities,agricultural sciences,artificial intelligence,arts and humanities,biology and biochemistry,biotechnology and applied microbiology,cardiac and cardiovascular systems,cell biology,chemistry,clinical medicine,computer science,condensed matter physics,ecology,economics and business,education and educational research,electrical and electronic engineering,endocrinology and metabolism,energy and fuels,engineering,environmental engineering,environmentecology,food science and technology,gastroenterology and hepatology,geosciences,immunology,infectious diseases,materials science,mathematics,meteorology and atmospheric sciences,microbiology,molecular biology and genetics,nanoscience and nanotechnology,neuroscience and behavior,oncology,optics,pharmacology and toxicology,physical chemistry,physics,plant and animal science,polymer science,psychiatrypsychology,public environmental and occupational health,radiology nuclear medicine and medical imaging,social sciences and public health,space science,surgery,chemical engineering,civil engineering,green and sustainable science and technology,mechanical engineering,water resources,best global universities in europe,best global universities in the united kingdom,marine and freshwater biology,best global universities in asia,best global universities in china,best global universities in canada,best global universities in australianew zealand,best global universities in australia,best global universities in the netherlands,best global universities in switzerland,best global universities in hong kong,best global universities in denmark,best global universities in germany,best global universities in france,best global universities in belgium,best global universities in sweden,best global universities in spain,best global universities in japan,best global universities in norway,best global universities in saudi arabia,best global universities in finland,best global universities in africa,best global universities in south africa,best global universities in new zealand,best global universities in israel,best global universities in south korea,best global universities in italy,best global universities in latin america,best global universities in brazil,best global universities in austria,best global universities in ireland,best global universities in greece,best global universities in portugal,best global universities in the czech republic,best global universities in the united arab emirates,best global universities in egypt,best global universities in taiwan,best global universities in turkey,best global universities in iran,best global universities in vietnam,best global universities in nigeria,best global universities in malaysia,best global universities in pakistan,best global universities in russia,best global universities in chile,best global universities in mexico,best global universities in poland,best global universities in jordan,best global universities in argentina,best global universities in hungary,best global universities in thailand,best global universities in bangladesh,best global universities in ethiopia,best global universities in india,best global universities in colombia,best global universities in romania,best global universities in slovakia,best global universities in morocco,best global universities in indonesia,best global universities in tunisia,best global universities in lithuania,City,Name
1094.0,1001-1200,951-1000,Russian Federation,L,CO,VH,Public,7.0,701+,7.5,701+,65.4,266,3.5,801+,4.9,801+,42.3,470,47.6,435,43.6,801+,3.7,801+,31.4,801+,-,southern federal university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Europe,"1,724",28.0,N/A,,Russia,RUS,Southern Federal University,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1724.0,nan,nan,nan,nan,nan,nan,nan,862.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,735.0,812.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,554.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Rostov-on-Don,Southern Federal University
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern illinois university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1,451",33.0,N/A,,United States,USA,Southern Illinois University,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1451.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,991.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,702.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Carbondale,Southern Illinois University
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern illinois university edwardsville,national-universities,IL,62026.0,True,public,https://www.usnews.com/dims4/USNEWS/92deb6a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F72%2F62b5bfec0ed61c76ee87ca069d08c5%2Fcollege-photo_3954.jpg,359,20.0,nan,97.0,12922.0,3.6,2.9,nan,8975,2.3,900.0,nan,900-1160,20-26,"Southern Illinois University Edwardsville is a public institution that was founded in 1957. It has a total undergraduate enrollment of 8,975 (fall 2023), its setting is city, and the campus size is 2,660 acres. It utilizes a semester-based academic calendar. Southern Illinois University Edwardsville's ranking in the 2025 edition of Best Colleges is National Universities, #359. Its in-state tuition and fees are $12,922; out-of-state tuition and fees are $12,922.",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Edwardsville,Southern Illinois University Edwardsville
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern illinois universitycarbondale,national-universities,IL,62901.0,True,public,https://www.usnews.com/dims4/USNEWS/46ef0a7/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F63%2Fb652e36587ae7571e3909bb77fb751%2Fcollege-photo_11308.jpg,288,19.0,nan,90.0,13334.0,3.2,2.0,nan,8195,2.6,910.0,nan,910-1180,19-27,"Southern Illinois University--Carbondale is a public institution that was founded in 1869. It has a total undergraduate enrollment of 8,195 (fall 2023), its setting is rural, and the campus size is 1,136 acres. It utilizes a semester-based academic calendar. Southern Illinois University--Carbondale's ranking in the 2025 edition of Best Colleges is National Universities, #288. Its in-state tuition and fees are $13,334; out-of-state tuition and fees are $13,334.",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Carbondale,Southern Illinois University--Carbondale
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern medical university china,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,558,50.5,N/A,,China,CHN,Southern Medical University - China,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,558.0,431.0,nan,nan,236.0,82.0,237.0,75.0,812.0,163.0,512.0,nan,nan,nan,nan,nan,92.0,nan,1184.0,nan,752.0,nan,120.0,nan,158.0,136.0,245.0,nan,nan,79.0,144.0,154.0,301.0,113.0,nan,51.0,194.0,nan,nan,nan,305.0,370.0,88.0,nan,nan,210.0,nan,nan,nan,nan,nan,nan,nan,nan,153.0,86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guangzhou,Southern Medical University - China
1095.0,1001-1200,1001-1200,United States of America,M,CO,VH,Private not for Profit,6.4,701+,10.9,701+,37.6,537,11.9,801+,15.8,782,16.3,792,12.4,801+,28.8,801+,62.4,251,41.9,801+,-,southern methodist university,national-universities,TX,75275.0,True,private,https://www.usnews.com/dims4/USNEWS/a3f8583/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F39%2Fda%2F69d9ea624249ad57aa9f8274d0e1%2Fsmu-hero-image-1920x760.jpg,91,30.0,29.0,61.0,67038.0,3.7,2.4,nan,7115,3.5,1320.0,41743.0,1320-1480,30-34,"Southern Methodist University is a private institution that was founded in 1911. It has a total undergraduate enrollment of 7,115 (fall 2023), its setting is suburban, and the campus size is 234 acres. It utilizes a semester-based academic calendar. Southern Methodist University's ranking in the 2025 edition of Best Colleges is National Universities, #91. Its tuition and fees are $67,038.",Americas,877,43.0,N/A,,United States,USA,Southern Methodist University,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,877.0,nan,nan,nan,nan,nan,nan,nan,1188.0,nan,909.0,nan,nan,nan,nan,nan,nan,nan,794.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,417.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Dallas,Southern Methodist University
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern nazarene university,regional-universities-west,OK,73008.0,True,private,https://www.usnews.com/dims4/USNEWS/2c12c64/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fd3%2F8ff4621ae59fd6c6a9bd24d7c3e5fc%2FResidence_life_4_MB.jpg,64,nan,nan,nan,nan,nan,nan,nan,912,nan,nan,nan,nan,nan,"Southern Nazarene University is a private institution that was founded in 1899. It has a total undergraduate enrollment of 912 (fall 2022), and the campus size is 200 acres.  Southern Nazarene University's ranking in the 2025 edition of Best Colleges is Regional Universities West, #64. ",west,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Bethany,Southern Nazarene University
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern new hampshire university,regional-universities-north,NH,3106.0,True,private,https://www.usnews.com/dims4/USNEWS/10669f0/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fc8%2Fa52de73b9206d79028d89fbc66a252%2Fcollege-photo_14353.jpg,,nan,nan,87.0,17200.0,3.2,< 2.0,nan,2673,nan,nan,nan,nan,nan,"Southern New Hampshire University is a private institution that was founded in 1932. It has a total undergraduate enrollment of 2,673 (fall 2023), and the campus size is 338 acres. It utilizes a semester-based academic calendar. Southern New Hampshire University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #151-165. Its tuition and fees are $17,200.",north,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Manchester,Southern New Hampshire University
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern oregon university,regional-universities-west,OR,97520.0,True,public,https://www.usnews.com/dims4/USNEWS/155d4a6/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fb2%2F6b64aa2b2ab7b47ec08e520a3c1845%2Fcollege-photo_1518.jpg,87,nan,nan,92.0,30051.0,3.4,nan,nan,4367,nan,nan,nan,nan,nan,"Southern Oregon University is a public institution that was founded in 1926. It has a total undergraduate enrollment of 4,367 (fall 2023), and the campus size is 175 acres.  Southern Oregon University's ranking in the 2025 edition of Best Colleges is Regional Universities West, #87. Its in-state tuition and fees are $11,691; out-of-state tuition and fees are $30,051.",west,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ashland,Southern Oregon University
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern university and a m college,national-universities,LA,70813.0,True,public,https://www.usnews.com/dims4/USNEWS/3889e01/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F81%2F7987258124b57075af3fce1dc351da%2Fcollege-photo_14315.jpg,,15.0,nan,50.0,10479.0,3.1,< 2.0,nan,6571,< 2.0,898.0,nan,898-1050,15-19,"Southern University and A & M College is a public institution that was founded in 1880. It has a total undergraduate enrollment of 6,571 (fall 2023), and the campus size is 964 acres.  Southern University and A & M College's ranking in the 2025 edition of Best Colleges is National Universities, #392-434. Its in-state tuition and fees are $9,290; out-of-state tuition and fees are $10,479.",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Baton Rouge,Southern University and A & M College
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern university at new orleans,regional-universities-south,LA,70126.0,True,public,https://www.usnews.com/dims4/USNEWS/afa255a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F11%2F12d2201087d985b95e89dd0c001678%2Fcollege-photo_10925.jpg,,14.0,nan,44.0,nan,nan,nan,nan,1773,< 2.0,nan,nan,nan,14-18,"Southern University at New Orleans is a public institution that was founded in 1956. It has a total undergraduate enrollment of 1,773 (fall 2023), its setting is urban, and the campus size is 60 acres. It utilizes a semester-based academic calendar. Southern University at New Orleans' ranking in the 2025 edition of Best Colleges is Regional Universities South, #122-133. ",south,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,New Orleans,Southern University at New Orleans
343.0,343,284,China (Mainland),M,FO,VH,Public,14.9,701+,9.4,701+,87.5,116,100.0,14,42.7,479,2.8,801+,7.2,801+,47.2,801+,1.3,801+,65.5,387=,41.8,southern university of science and technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Asia,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Southern University of Science and Technology (SUSTech)
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern university of science technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,123,68.3,N/A,,China,CHN,Southern University of Science & Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,123.0,nan,48.0,nan,167.0,nan,nan,99.0,34.0,500.0,72.0,15.0,nan,nan,nan,57.0,nan,53.0,65.0,43.0,64.0,nan,nan,112.0,nan,nan,19.0,118.0,nan,138.0,171.0,17.0,nan,363.0,35.0,353.0,19.0,98.0,nan,190.0,nan,nan,nan,nan,nan,nan,44.0,78.0,121.0,55.0,15.0,nan,nan,nan,23.0,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Shenzhen,Southern University of Science & Technology
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern utah university,regional-universities-west,UT,84720.0,True,public,https://www.usnews.com/dims4/USNEWS/e53a9bb/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F19%2Ffe%2Fed2a8ece46dba60f1020faa192ca%2F211014-submitted.jpg,70,nan,nan,80.0,21192.0,3.5,2.3,nan,13043,< 2.0,nan,nan,nan,nan,"Southern Utah University is a public institution that was founded in 1897. It has a total undergraduate enrollment of 13,043 (fall 2023), and the campus size is 129 acres. It utilizes a semester-based academic calendar. Southern Utah University's ranking in the 2025 edition of Best Colleges is Regional Universities West, #70. Its in-state tuition and fees are $6,962; out-of-state tuition and fees are $21,192.",west,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Cedar City,Southern Utah University
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern virginia university,national-liberal-arts-colleges,VA,24416.0,True,private,nan,182,18.0,nan,99.0,nan,nan,nan,nan,1053,nan,900.0,nan,900-1250,18-24,"Southern Virginia University is a private institution.   Southern Virginia University's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #182. ",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Buena Vista,Southern Virginia University
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,southern wesleyan university,regional-universities-south,SC,29630.0,True,private,https://www.usnews.com/dims4/USNEWS/a8e4fac/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fc6%2Fda97267e1d372f1eb301fd676f7f08%2Fcollege-photo_1795.jpg,57,19.0,nan,51.0,nan,nan,nan,nan,896,nan,1013.0,nan,1013-1160,19-23,"Southern Wesleyan University is a private institution that was founded in 1906. It has a total undergraduate enrollment of 896 (fall 2022), and the campus size is 350 acres.  Southern Wesleyan University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #57. ",south,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Central,Southern Wesleyan University
